intagncy_agency,intagncy_name,intagncy_year,intagncy_month,intagncy_day,intagncy_lon,intagncy_lat,intagncy_area_ha,intagncy_forest_area_ha,MTBS_name,MTBS_year,MTBS_month,MTBS_day,MTBS_lon,MTBS_lat,MTBS_area_ha,MTBS_forest_area_ha,MTBS_filename,final_year,final_month,final_day,final_lon,final_lat,final_area_ha,final_forest_area_ha
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SHEEP MOUNTAIN",2015,8,26,-112.9049,47.6279,1274.13,1271,"mt4761511295320150826",2015,8,26,-112.9049,47.6279,1274.13,1271
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"LENA LAKE",2015,8,26,-113.4779,47.4569,365.22,358.87,"mt4746211348720150826",2015,8,26,-113.4779,47.4569,365.22,358.87
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"TUCANNON",2015,8,29,-117.6836,46.3537,934.38,26.58,"wa4635811769520150829",2015,8,29,-117.6836,46.3537,934.38,26.58
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"BULL",2015,9,9,-111.8491,35.4113,1276.38,1254.9,"az3542611187920150909",2015,9,9,-111.8491,35.4113,1276.38,1254.9
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"DRY GULCH",2015,9,12,-117.1432,44.829,6833.97,164.32,"or4483511722120150912",2015,9,12,-117.1432,44.829,6833.97,164.32
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"WALKER",2015,10,10,-115.9605,43.802,1880.37,1862.81,"id4378711598520151010",2015,10,10,-115.9605,43.802,1880.37,1862.81
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"COTTONWOOD GULCH",2015,10,11,-111.3522,45.9418,2773.08,32.21,"mt4592411142320151011",2015,10,11,-111.3522,45.9418,2773.08,32.21
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"IMPACT AREA",2016,1,28,-104.7649,38.5794,4328.28,0.35,"co3855210472420160128",2016,1,28,-104.7649,38.5794,4328.28,0.35
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"VALENTINE COMPLEX",2016,2,14,-103.1193,33.7386,703.98,0,"nm3385110318120160214",2016,2,14,-103.1193,33.7386,703.98,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"CO RD 128",2016,2,18,-104.3309,40.9368,730.26,11.49,"co4092710434920160218",2016,2,18,-104.3309,40.9368,730.26,11.49
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"PUMKIN CENTER",2016,2,19,-103.6945,38.8768,952.02,0,"co3880110362120160219",2016,2,19,-103.6945,38.8768,952.02,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SULLIVAN PARK",2016,2,20,-104.8833,38.5469,571.59,152.35,"co3858610485820160220",2016,2,20,-104.8833,38.5469,571.59,152.35
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"JESTER",2016,2,21,-103.7783,34.9646,508.5,0,"nm3495910381020160221",2016,2,21,-103.7783,34.9646,508.5,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"TRUCK",2016,2,29,-104.8953,35.4762,1631.97,107.27,"nm3548910490520160229",2016,2,29,-104.8953,35.4762,1631.97,107.27
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"KAISER 8",2016,3,2,-103.1387,33.7378,2921.04,0,"nm3386810321220160302",2016,3,2,-103.1387,33.7378,2921.04,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"MSR 2",2016,3,17,-103.9718,37.3852,697.14,0,"co3739510399220160317",2016,3,17,-103.9718,37.3852,697.14,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"CONCHAS RANCH FIRE",2016,4,6,-104.8759,35.3555,714.78,29.32,"nm3535510485220160406",2016,4,6,-104.8759,35.3555,714.78,29.32
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"STATE LINE",2016,4,7,-103.0977,34.1771,745.65,0,"nm3417110309520160407",2016,4,7,-103.0977,34.1771,745.65,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"ELK HILL",2016,4,9,-112.8813,47.6797,496.35,344.42,"mt4768311286720160409",2016,4,9,-112.8813,47.6797,496.35,344.42
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"ARIZONA PASTURE",2016,4,16,-103.3764,36.8125,394.56,0,"nm3680310338920160416",2016,4,16,-103.3764,36.8125,394.56,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"MCKENNA",2016,5,6,-108.4609,33.2337,3848.58,3848.58,"nm3324610842720160506",2016,5,6,-108.4609,33.2337,3848.58,3848.58
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"MORMON",2016,5,15,-111.5796,34.9617,2795.49,2795.41,"az3494711153620160515",2016,5,15,-111.5796,34.9617,2795.49,2795.41
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"LA SIERRA",2016,5,16,-111.1214,31.3497,4069.26,1624.49,"az3135011111020160516",2016,5,16,-111.1214,31.3497,4069.26,1624.49
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"COWBOY",2016,5,17,-111.6661,35.0383,694.8,694.8,"az3504611168420160517",2016,5,17,-111.6661,35.0383,694.8,694.8
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"CAMP ROBERTS",2016,5,18,-120.7959,35.7452,1618.74,0,"ca3577412082220160518",2016,5,18,-120.7959,35.7452,1618.74,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"PIVOT ROCK",2016,5,19,-111.4098,34.4873,2229.48,2229.48,"az3448811140320160519",2016,5,19,-111.4098,34.4873,2229.48,2229.48
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"JUNIPER",2016,5,20,-110.9284,33.8539,8682.3,8596.08,"az3392311092420160520",2016,5,20,-110.9284,33.8539,8682.3,8596.08
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"NORTH",2016,5,21,-107.4409,33.8617,8288.1,7554.44,"nm3378810742520160521",2016,5,21,-107.4409,33.8617,8288.1,7554.44
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SPUR",2016,5,22,-108.7812,33.8604,906.12,906.12,"nm3387010879220160522",2016,5,22,-108.7812,33.8604,906.12,906.12
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"RIDGE",2016,5,25,-110.338,31.5311,530.73,0,"az3151411033620160525",2016,5,25,-110.338,31.5311,530.73,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SUNLAND",2016,5,29,-119.9907,47.0473,685.62,0.17,"wa4706811998320160529",2016,5,29,-119.9907,47.0473,685.62,0.17
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"BERT",2016,5,29,-111.9657,35.5548,1575.45,1490.71,"az3555211193620160529",2016,5,29,-111.9657,35.5548,1575.45,1490.71
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"JACK",2016,5,29,-111.3239,34.7062,9912.06,9278.38,"az3474411139720160529",2016,5,29,-111.3239,34.7062,9912.06,9278.38
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"MULE RIDGE",2016,6,1,-111.2083,31.4285,3227.58,1332.8,"az3143111121820160601",2016,6,1,-111.2083,31.4285,3227.58,1332.8
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"STONY",2016,6,2,-121.2947,35.9919,1809.36,0,"ca3601612132120160602",2016,6,2,-121.2947,35.9919,1809.36,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"TURKEY",2016,6,6,-108.3313,33.1444,2130.21,2130.21,"nm3314910832620160606",2016,6,6,-108.3313,33.1444,2130.21,2130.21
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"0152 AKAWANA OD",2016,6,7,-121.4495,44.4974,760.32,760.32,"or4448812148120160607",2016,6,7,-121.4495,44.4974,760.32,760.32
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"WILDCAT",2016,6,13,-111.9766,36.3837,572.04,558.32,"az3636611198720160613",2016,6,13,-111.9766,36.3837,572.04,558.32
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"KELSO",2016,6,14,-108.5122,38.5538,401.85,398.39,"co3856310850620160614",2016,6,14,-108.5122,38.5538,401.85,398.39
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"PLUM CANYON",2016,6,15,-103.5494,37.464,515.97,23.91,"co3746610353820160616",2016,6,15,-103.5494,37.464,515.97,23.91
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"QUEMADO",2016,6,16,-109.4536,34.2508,878.04,8.01,"az3422210948620160616",2016,6,16,-109.4536,34.2508,878.04,8.01
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"MAPLE",2016,6,21,-109.0818,33.3518,465.12,465.12,"az3334310908920160621",2016,6,21,-109.0818,33.3518,465.12,465.12
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"BURRO",2016,6,21,-109.1502,33.1547,492.75,229.52,"az3316410915820160621",2016,6,21,-109.1502,33.1547,492.75,229.52
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SCOTT",2016,6,28,-111.8947,35.9371,850.77,847.16,"az3593411190320160628",2016,6,28,-111.8947,35.9371,850.77,847.16
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"FIFTEEN MILE",2016,7,1,-121.0216,45.6391,1461.78,0,"or4562412106720160701",2016,7,1,-121.0216,45.6391,1461.78,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"BUCK",2016,7,3,-115.5101,44.368,365.31,365.31,"id4437511551520160703",2016,7,3,-115.5101,44.368,365.31,365.31
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"TIMBER",2016,7,4,-108.0495,33.0953,1019.7,1019.7,"nm3311410807620160704",2016,7,4,-108.0495,33.0953,1019.7,1019.7
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"S FIRE",2016,7,6,-119.6638,39.5363,992.43,0,"nv3953511969420160706",2016,7,6,-119.6638,39.5363,992.43,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"BACA",2016,7,7,-113.2784,34.8993,1209.42,468.49,"az3492611326220160707",2016,7,7,-113.2784,34.8993,1209.42,468.49
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"CLAVEL",2016,7,10,-103.8227,36.0201,2775.78,94.98,"nm3600010388720160710",2016,7,10,-103.8227,36.0201,2775.78,94.98
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"BLACK RANGE COMPLEX",2016,7,11,-108.2293,33.4329,691.38,586.2,"nm3343310824020160711",2016,7,11,-108.2293,33.4329,691.38,586.2
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SOLDIER HILL",2016,7,16,-103.6236,33.3021,767.52,0,"nm3329910362820160716",2016,7,16,-103.6236,33.3021,767.52,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"STARBUCK",2016,7,18,-118.0835,46.5254,959.13,0,"wa4651711812220160718",2016,7,18,-118.0835,46.5254,959.13,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"CEDAR",2016,7,18,-114.6766,46.3642,1632.96,1632.96,"id4634811469320160718",2016,7,18,-114.6766,46.3642,1632.96,1632.96
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"BENCHMARK",2016,7,19,-111.9586,34.0804,495.09,96.23,"az3407111196320160719",2016,7,19,-111.9586,34.0804,495.09,96.23
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"CRACKERBOX",2016,7,20,-111.2404,34.5166,361.98,361.98,"az3449711124720160720",2016,7,20,-111.2404,34.5166,361.98,361.98
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SHOOTING RANGE",2016,7,21,-119.3967,39.5142,547.47,2.02,"nv3954111948520160721",2016,7,21,-119.3967,39.5142,547.47,2.02
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"MARSH",2016,7,21,-104.7509,35.722,1060.29,98.98,"nm3573710474620160721",2016,7,21,-104.7509,35.722,1060.29,98.98
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"ELK",2016,7,21,-109.8617,34.1733,737.46,737.46,"az3418210986020160721",2016,7,21,-109.8617,34.1733,737.46,737.46
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"BUCK CREEK",2016,7,22,-120.8753,48.1054,1214.91,1196.01,"wa4811212089420160723",2016,7,22,-120.8753,48.1054,1214.91,1196.01
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"WEST ANTELOPE",2016,7,22,-112.2069,40.9244,5897.07,83.43,"ut4094911222820160722",2016,7,22,-112.2069,40.9244,5897.07,83.43
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"COCO",2016,7,22,-112.0253,35.9425,569.61,569.61,"az3592711203720160722",2016,7,22,-112.0253,35.9425,569.61,569.61
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"CORAZON PEAK",2016,7,22,-104.5235,35.4301,516.69,0,"nm3547110465820160722",2016,7,22,-104.5235,35.4301,516.69,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"BLACK PEAK",2016,7,25,-111.3062,31.4712,1493.1,0,"az3147311129120160725",2016,7,25,-111.3062,31.4712,1493.1,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"HAYES TWO",2016,7,26,-123.3878,47.7996,943.92,891.78,"wa4782412342420160726",2016,7,26,-123.3878,47.7996,943.92,891.78
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"ROARING",2016,7,27,-114.5964,45.2226,1736.64,1708.91,"id4524211458320160727",2016,7,27,-114.5964,45.2226,1736.64,1708.91
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"EDEN",2016,7,27,-111.2871,34.6289,382.05,375.54,"az3462911128020160727",2016,7,27,-111.2871,34.6289,382.05,375.54
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"DEAN",2016,7,27,-103.2613,32.99,390.42,0,"nm3298110326420160727",2016,7,27,-103.2613,32.99,390.42,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"BYBEE CREEK",2016,7,28,-122.1929,42.9236,327.78,327.78,"or4292412221220160728",2016,7,28,-122.1929,42.9236,327.78,327.78
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"CACTUS",2016,7,29,-104.7408,35.377,719.19,64.32,"nm3536010474020160729",2016,7,29,-104.7408,35.377,719.19,64.32
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"NORTH TULLOCK",2016,8,1,-107.4194,45.8575,1053.36,245.13,"mt4587510740220160801",2016,8,1,-107.4194,45.8575,1053.36,245.13
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"ROAD 10",2016,8,2,-119.3593,47.2253,1048.5,0,"wa4721811940520160802",2016,8,2,-119.3593,47.2253,1048.5,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SNAKE RIVER FIRE",2016,8,2,-117.3542,46.6046,4038.48,173.14,"wa4659111736520160803",2016,8,2,-117.3542,46.6046,4038.48,173.14
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"FLETCHER ROAD",2016,8,7,-118.222,46.5302,3131.01,0,"wa4651511819720160807",2016,8,7,-118.222,46.5302,3131.01,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"ROUGH",2016,8,7,-115.4165,44.2783,1328.94,1322,"id4426111543220160807",2016,8,7,-115.4165,44.2783,1328.94,1322
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"PALOUSE FALLS",2016,8,8,-118.2368,46.7164,2087.64,0,"wa4672611826420160808",2016,8,8,-118.2368,46.7164,2087.64,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"LOST SOLAR",2016,8,8,-107.4281,39.8955,1305.81,1247.81,"co3986910746520160808",2016,8,8,-107.4281,39.8955,1305.81,1247.81
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"MOOSE",2016,8,15,-114.6647,46.2367,3451.59,3448.41,"id4622511470020160815",2016,8,15,-114.6647,46.2367,3451.59,3448.41
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"ELK RIDGE",2016,8,15,-114.6134,46.0765,438.75,432.24,"id4608011462420160815",2016,8,15,-114.6134,46.0765,438.75,432.24
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"CAYUSE MTN",2016,8,22,-118.0484,47.8488,3380.76,3035.69,"wa4785811804620160822",2016,8,22,-118.0484,47.8488,3380.76,3035.69
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SPOKANE COMPLEX",2016,8,22,-117.2923,47.4943,2244.15,1099.7,"wa4747411734720160822",2016,8,22,-117.2923,47.4943,2244.15,1099.7
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"KAHLOTUS",2016,8,22,-118.6297,46.643,3641.67,5.07,"wa4664311855720160822",2016,8,22,-118.6297,46.643,3641.67,5.07
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"CLIFTON",2016,8,23,-112.0103,42.1598,824.58,0.96,"id4216111202220160823",2016,8,23,-112.0103,42.1598,824.58,0.96
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"PINCHOT",2016,8,29,-111.1967,34.4929,1311.39,1311.39,"az3446411120620160829",2016,8,29,-111.1967,34.4929,1311.39,1311.39
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"GRAPE",2016,9,2,-113.6395,42.187,415.89,93.2,"id4217711361520160902",2016,9,2,-113.6395,42.187,415.89,93.2
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SAM JIM",2016,9,4,-110.8262,34.4268,732.96,732.96,"az3442811083120160904",2016,9,4,-110.8262,34.4268,732.96,732.96
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"ROCK CREEK",2016,9,10,-120.9342,46.919,428.13,428.13,"wa4691112095020160910",2016,9,10,-120.9342,46.919,428.13,428.13
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SNAKE",2016,9,10,-107.0595,41.0473,713.25,704.1,"wy4104010709720160910",2016,9,10,-107.0595,41.0473,713.25,704.1
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"FULTON",2016,9,12,-110.8923,34.2837,1073.16,1073.16,"az3430011091020160912",2016,9,12,-110.8923,34.2837,1073.16,1073.16
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"FILL",2016,9,15,-110.3312,34.2521,870.12,870.12,"az3423911030720160915",2016,9,15,-110.3312,34.2521,870.12,870.12
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SAWMILL",2016,9,16,-111.3522,40.128,546.84,485.28,"ut4014211135020160916",2016,9,16,-111.3522,40.128,546.84,485.28
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"JOCKS CANYON",2016,9,16,-111.336,40.0443,575.64,511.4,"ut4005111133620160916",2016,9,16,-111.336,40.0443,575.64,511.4
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"YATES",2016,11,28,-104.0814,36.0249,477.54,0,"nm3602710412620161128",2016,11,28,-104.0814,36.0249,477.54,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"BULLDOG",2017,2,9,-105.4209,34.773,1093.23,0,"nm3476310545920170209",2017,2,9,-105.4209,34.773,1093.23,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"MILNE",2017,2,27,-104.4418,38.7135,1289.07,0,"co3868410447320170227",2017,2,27,-104.4418,38.7135,1289.07,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"CROSSROADS WEST",2017,2,28,-103.3468,33.5275,645.3,0,"nm3352510339220170228",2017,2,28,-103.3468,33.5275,645.3,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"RAEL",2017,3,2,-108.3623,33.797,504.27,46.33,"nm3380210834920170302",2017,3,2,-108.3623,33.797,504.27,46.33
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"CATTLE DRIVE",2017,3,4,-105.0153,40.894,903.15,0,"co4088310505720170304",2017,3,4,-105.0153,40.894,903.15,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"LOGAN",2017,3,6,-102.6735,40.7422,7738.83,44.18,"co4078010283820170306",2017,3,6,-102.6735,40.7422,7738.83,44.18
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"HUTCHINSON",2017,3,23,-103.324,35.8849,1528.65,0,"nm3586910328520170323",2017,3,23,-103.324,35.8849,1528.65,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"HONDITO",2017,5,15,-106.0231,36.6152,1766.07,1722.09,"nm3658710602220170516",2017,5,15,-106.0231,36.6152,1766.07,1722.09
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SNAKE RIDGE",2017,5,19,-111.4353,34.6346,3591.99,3447.09,"az3460211145720170519",2017,5,19,-111.4353,34.6346,3591.99,3447.09
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"BOUNDARY",2017,6,1,-111.8464,35.4219,6618.33,6554.73,"az3543211183120170601",2017,6,1,-111.8464,35.4219,6618.33,6554.73
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"LIGHT SAGE",2017,6,2,-112.835,40.0895,3408.57,0,"ut4006111282320170602",2017,6,2,-112.835,40.0895,3408.57,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"BONITA",2017,6,3,-106.1486,36.5838,2759.13,2756.59,"nm3661310619920170603",2017,6,3,-106.1486,36.5838,2759.13,2756.59
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"RANGE",2017,6,5,-121.1827,35.9278,583.47,0,"ca3594712117020170605",2017,6,5,-121.1827,35.9278,583.47,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"CORRAL",2017,6,5,-108.106,33.2173,6102.18,5596.61,"nm3317810812420170605",2017,6,5,-108.106,33.2173,6102.18,5596.61
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"ROUND",2017,6,6,-107.9111,33.3196,2205.72,2205.7,"nm3331910790420170606",2017,6,6,-107.9111,33.3196,2205.72,2205.7
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"TEACHER",2017,6,7,-108.5383,33.4293,1289.16,1216.9,"nm3343010856820170607",2017,6,7,-108.5383,33.4293,1289.16,1216.9
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"RUCKER",2017,6,7,-109.3264,31.7762,383.49,383.49,"az3177010932320170607",2017,6,7,-109.3264,31.7762,383.49,383.49
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"PAIGE CREEK",2017,6,8,-110.4475,32.1394,337.68,0,"az3214211046020170608",2017,6,8,-110.4475,32.1394,337.68,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"GRAVEL",2017,6,9,-108.619,33.4167,1013.76,1013.76,"nm3341610862820170609",2017,6,9,-108.619,33.4167,1013.76,1013.76
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"STRAW",2017,6,9,-108.371,33.2401,3399.03,3397.7,"nm3323410836920170609",2017,6,9,-108.371,33.2401,3399.03,3397.7
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"FLYING R",2017,6,14,-110.6732,31.4415,881.37,276.09,"az3143311069520170614",2017,6,14,-110.6732,31.4415,881.37,276.09
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"CAJETE",2017,6,15,-106.5559,35.8108,529.38,529.32,"nm3581510657020170615",2017,6,15,-106.5559,35.8108,529.38,529.32
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"ENCINO",2017,6,18,-106.841,35.3579,426.24,0,"nm3534310684420170618",2017,6,18,-106.841,35.3579,426.24,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"UNKNOWN",2017,6,19,-113.2901,40.4686,430.92,0,"ut4046311328520170619",2017,6,19,-113.2901,40.4686,430.92,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"UNKNOWN",2017,6,19,-113.2531,40.1355,1427.13,0,"ut4014211324920170619",2017,6,19,-113.2531,40.1355,1427.13,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"ENCINO",2017,6,21,-110.6481,31.6499,459,15.64,"az3165311064620170621",2017,6,21,-110.6481,31.6499,459,15.64
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SEVEN",2017,6,22,-108.4573,33.5137,473.58,245.45,"nm3351410846320170622",2017,6,22,-108.4573,33.5137,473.58,245.45
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"GRIFFITH",2017,6,23,-103.0675,35.4948,2006.91,0,"nm3542510305820170623",2017,6,23,-103.0675,35.4948,2006.91,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"WHITEWATER",2017,6,25,-108.6172,31.3483,315.18,0,"nm3134210859020170625",2017,6,25,-108.6172,31.3483,315.18,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"MAYNARD",2017,6,26,-111.2745,31.7309,346.41,0,"az3173311128720170626",2017,6,26,-111.2745,31.7309,346.41,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"MINK",2017,6,26,-111.3527,31.5464,426.33,0,"az3153811134920170626",2017,6,26,-111.3527,31.5464,426.33,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"FRAGUITA",2017,6,26,-111.3371,31.509,1046.88,0,"az3150711133220170626",2017,6,26,-111.3371,31.509,1046.88,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SOUTH WENAS",2017,6,27,-120.6031,46.7182,1134.36,0,"wa4669212060020170627",2017,6,27,-120.6031,46.7182,1134.36,0
"N/A","N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"SH CREEK",2017,6,27,-109.3523,33.4699,1104.3,1104.3,"az3346810934220170627",2017,6,27,-109.3523,33.4699,1104.3,1104.3
